COD_MUNICIPIO,MUNICIPIO,POBLACION_TOTAL,PROP_ENVEJECIMIENTO,EMPRESAS,SERVICIOS_SANIDAD,ESCUELAS,DISTANCIA_CAPITAL,POBLACION_2030_PROY,VAR_2024_2030,VAR_2024_2030_PCT,VAR_2024_2030_PCT_PCT,PROP_ENVEJECIMIENTO_PCT,EMPRESAS_PCT,SERVICIOS_SANIDAD_PCT,ESCUELAS_PCT,DISTANCIA_CAPITAL_PCT,DIM_DEMOGRAFICA,DIM_ECONOMICA,DIM_SERVICIOS,DIM_ACCESIBILIDAD,DIM_DINAMICA_FUTURA,INDICE_VULNERABILIDAD,NIVEL_VULNERABILIDAD
42196,42196 VALDEPRADO,8,0.375,0.0,0.0,0.0,54.8,18,10,125.0,0.9615384615384616,0.489010989010989,0.717032967032967,0.9615384615384616,0.554945054945055,0.6318681318681318,0.489010989010989,0.717032967032967,0.7582417582417582,0.6318681318681318,0.9615384615384616,0.7115384615384615,Alta
42197,42197 VALDERRODILLA,62,0.4838709677419355,0.0,2.0,0.0,43.3,79,17,27.419354838709676,0.6813186813186813,0.7802197802197802,0.717032967032967,0.3296703296703297,0.554945054945055,0.40384615384615385,0.7802197802197802,0.717032967032967,0.44230769230769235,0.40384615384615385,0.6813186813186813,0.6049450549450549,Alta
42198,42198 VALTAJEROS,19,0.3157894736842105,0.0,0.0,0.0,37.7,38,19,100.0,0.9285714285714286,0.27197802197802196,0.717032967032967,0.9615384615384616,0.554945054945055,0.3131868131868132,0.27197802197802196,0.717032967032967,0.7582417582417582,0.3131868131868132,0.9285714285714286,0.5978021978021978,Alta
42200,42200 VELAMAZAN,67,0.4776119402985074,0.0,2.0,0.0,56.5,49,-18,-26.865671641791046,0.06593406593406594,0.7637362637362637,0.717032967032967,0.3296703296703297,0.554945054945055,0.6730769230769231,0.7637362637362637,0.717032967032967,0.44230769230769235,0.6730769230769231,0.06593406593406594,0.5324175824175825,Media
42201,42201 VELILLA DE LA SIERRA,27,0.5185185185185185,0.0,0.0,0.0,12.8,22,-5,-18.51851851851852,0.12087912087912088,0.8571428571428571,0.717032967032967,0.9615384615384616,0.554945054945055,0.02197802197802198,0.8571428571428571,0.717032967032967,0.7582417582417582,0.02197802197802198,0.12087912087912088,0.49505494505494496,Media
42202,42202 VELILLA DE LOS AJOS,15,0.6666666666666666,0.0,1.0,0.0,65.6,25,10,66.66666666666666,0.8763736263736264,0.9807692307692307,0.717032967032967,0.6785714285714286,0.554945054945055,0.7912087912087912,0.9807692307692307,0.717032967032967,0.6167582417582418,0.7912087912087912,0.8763736263736264,0.7964285714285715,Alta
42204,42204 VIANA DE DUERO,49,0.3265306122448979,0.0,0.0,0.0,47.5,16,-33,-67.3469387755102,0.005494505494505495,0.31868131868131866,0.717032967032967,0.9615384615384616,0.554945054945055,0.489010989010989,0.31868131868131866,0.717032967032967,0.7582417582417582,0.489010989010989,0.005494505494505495,0.4576923076923077,Media
42205,42205 VILLACIERVOS,86,0.4883720930232558,4.0,2.0,0.0,13.2,84,-2,-2.3255813953488373,0.3076923076923077,0.7967032967032966,0.40934065934065933,0.3296703296703297,0.554945054945055,0.03296703296703297,0.7967032967032966,0.40934065934065933,0.44230769230769235,0.03296703296703297,0.3076923076923077,0.39780219780219783,Baja
42206,42206 VILLANUEVA DE GORMAZ,8,0.625,0.0,1.0,0.0,70.7,20,12,150.0,0.978021978021978,0.967032967032967,0.717032967032967,0.6785714285714286,0.554945054945055,0.8461538461538461,0.967032967032967,0.717032967032967,0.6167582417582418,0.8461538461538461,0.978021978021978,0.825,Alta
42207,42207 VILLAR DEL ALA,50,0.22,4.0,1.0,0.0,28.9,51,1,2.0,0.34065934065934067,0.07692307692307693,0.40934065934065933,0.6785714285714286,0.554945054945055,0.1978021978021978,0.07692307692307693,0.40934065934065933,0.6167582417582418,0.1978021978021978,0.34065934065934067,0.3282967032967033,Baja
42208,42208 VILLAR DEL CAMPO,30,0.4,0.0,1.0,0.0,34.5,29,-1,-3.3333333333333335,0.2967032967032967,0.5659340659340659,0.717032967032967,0.6785714285714286,0.554945054945055,0.27197802197802196,0.5659340659340659,0.717032967032967,0.6167582417582418,0.27197802197802196,0.2967032967032967,0.4936813186813186,Media
42209,42209 VILLAR DEL RIO,156,0.3924050632911392,7.0,3.0,0.0,44.8,153,-3,-1.9230769230769231,0.31868131868131866,0.5384615384615384,0.31043956043956045,0.18956043956043955,0.554945054945055,0.43956043956043955,0.5384615384615384,0.31043956043956045,0.37225274725274726,0.43956043956043955,0.31868131868131866,0.3958791208791209,Baja
42211,42211 VILLARES DE SORIA (LOS),75,0.3376623376623376,7.0,2.0,0.0,22.3,77,2,2.666666666666667,0.3708791208791209,0.3626373626373626,0.31043956043956045,0.3296703296703297,0.554945054945055,0.08791208791208792,0.3626373626373626,0.31043956043956045,0.44230769230769235,0.08791208791208792,0.3708791208791209,0.3148351648351648,Baja
42212,42212 VILLASAYAS,60,0.3833333333333333,0.0,2.0,0.0,55.2,55,-5,-8.333333333333332,0.22527472527472528,0.510989010989011,0.717032967032967,0.3296703296703297,0.554945054945055,0.6428571428571429,0.510989010989011,0.717032967032967,0.44230769230769235,0.6428571428571429,0.22527472527472528,0.5076923076923078,Media
42213,42213 VILLASECA DE ARCIEL,24,0.5416666666666666,0.0,1.0,0.0,45.0,28,4,16.666666666666664,0.5686813186813187,0.9120879120879121,0.717032967032967,0.6785714285714286,0.554945054945055,0.45054945054945056,0.9120879120879121,0.717032967032967,0.6167582417582418,0.45054945054945056,0.5686813186813187,0.6530219780219781,Alta
42215,42215 VINUESA,833,0.2953181272509003,77.0,1.0,3.0,33.0,909,76,9.123649459783914,0.4835164835164835,0.1978021978021978,0.0494505494505495,0.6785714285714286,0.038461538461538436,0.25824175824175827,0.1978021978021978,0.0494505494505495,0.3585164835164835,0.25824175824175827,0.4835164835164835,0.26950549450549455,Baja
42216,42216 VIZMANOS,30,0.4,0.0,1.0,0.0,40.5,32,2,6.666666666666667,0.4340659340659341,0.5659340659340659,0.717032967032967,0.6785714285714286,0.554945054945055,0.36813186813186816,0.5659340659340659,0.717032967032967,0.6167582417582418,0.36813186813186816,0.4340659340659341,0.5403846153846154,Media
42217,42217 VOZMEDIANO,33,0.3636363636363636,0.0,1.0,0.0,65.8,52,19,57.57575757575758,0.8571428571428571,0.46153846153846156,0.717032967032967,0.6785714285714286,0.554945054945055,0.7967032967032966,0.46153846153846156,0.717032967032967,0.6167582417582418,0.7967032967032966,0.8571428571428571,0.6898351648351648,Alta
42218,42218 YANGUAS,106,0.2358490566037736,10.0,1.0,0.0,48.3,120,14,13.20754716981132,0.5274725274725275,0.1043956043956044,0.23351648351648346,0.6785714285714286,0.554945054945055,0.510989010989011,0.1043956043956044,0.23351648351648346,0.6167582417582418,0.510989010989011,0.5274725274725275,0.39862637362637365,Baja
42219,42219 YELO,37,0.4864864864864865,0.0,1.0,0.0,74.0,62,25,67.56756756756756,0.8846153846153846,0.7857142857142857,0.717032967032967,0.6785714285714286,0.554945054945055,0.9038461538461539,0.7857142857142857,0.717032967032967,0.6167582417582418,0.9038461538461539,0.8846153846153846,0.7815934065934066,Alta
