FECHA,COD_MUNICIPIO,MUNICIPIO,POBLACION_MUJERES,POBLACION_HOMBRES,EMIGRACIONES CON DESTINO A LA MISMA PROVINCIA,INMIGRACIONES PROCEDENTES DE LA MISMA PROVINCIA,EMIGRACIONES CON DESTINO A OTRA PROVINCIA DE CASTILLA Y LEÓN,INMIGRACIONES PROCEDENTES DE OTRA PROVINCIA DE CASTILLA Y LEÓN,EMIGRACIONES CON DESTINO A OTRAS COMUNIDADES AUTÓNOMAS,INMIGRACIONES PROCEDENTES DE OTRAS COMUNIDADES AUTÓNOMAS,EMIGRACIONES CON DESTINO A OTROS PAÍSES
2019,42013,42013 ALDEHUELA DE PERIAÑEZ,18,23,1.0,0.0,0.0,0.0,6.0,0.0,0.0
2019,42014,42014 ALDEHUELAS (LAS),30,34,2.0,1.0,0.0,0.0,1.0,0.0,0.0
2019,42015,42015 ALENTISQUE,13,20,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,42016,42016 ALIUD,5,15,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2019,42017,42017 ALMAJANO,89,98,13.0,12.0,0.0,1.0,2.0,2.0,6.0
2019,42018,42018 ALMALUEZ,58,74,2.0,0.0,0.0,0.0,2.0,4.0,0.0
2019,42019,42019 ALMARZA,246,345,12.0,20.0,4.0,0.0,10.0,21.0,0.0
2019,42020,42020 ALMAZAN,2705,2784,58.0,70.0,24.0,18.0,66.0,73.0,43.0
2019,42021,42021 ALMAZUL,26,41,4.0,3.0,0.0,0.0,1.0,2.0,0.0
2019,42022,42022 ALMENAR DE SORIA,93,135,2.0,7.0,0.0,0.0,1.0,0.0,0.0
2019,42023,42023 ALPANSEQUE,24,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42024,42024 ARANCON,29,59,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42025,42025 ARCOS DE JALON,708,761,9.0,13.0,6.0,5.0,64.0,81.0,10.0
2019,42026,42026 ARENILLAS,10,11,0.0,3.0,0.0,0.0,2.0,14.0,0.0
2019,42027,42027 AREVALO DE LA SIERRA,29,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42028,42028 AUSEJO DE LA SIERRA,42,47,4.0,3.0,0.0,0.0,0.0,0.0,0.0
2019,42029,42029 BARAONA,59,76,5.0,3.0,0.0,0.0,0.0,3.0,0.0
2019,42030,42030 BARCA,36,62,0.0,3.0,0.0,1.0,0.0,2.0,0.0
2019,42031,42031 BARCONES,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42032,42032 BAYUBAS DE ABAJO,65,77,8.0,3.0,0.0,0.0,0.0,2.0,0.0
2019,42033,42033 BAYUBAS DE ARRIBA,23,34,7.0,1.0,0.0,1.0,0.0,1.0,0.0
2019,42034,42034 BERATON,21,26,1.0,0.0,0.0,0.0,9.0,1.0,0.0
2019,42035,42035 BERLANGA DE DUERO,420,436,27.0,17.0,0.0,1.0,17.0,13.0,1.0
2019,42036,42036 BLACOS,18,21,0.0,4.0,0.0,1.0,0.0,0.0,0.0
2019,42037,42037 BLIECOS,14,19,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2019,42038,42038 BORJABAD,13,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019,42039,42039 BOROBIA,112,127,12.0,10.0,2.0,0.0,4.0,13.0,0.0
2019,42041,42041 BUBEROS,14,17,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2019,42042,42042 BUITRAGO,31,34,2.0,4.0,0.0,0.0,0.0,1.0,0.0
2019,42043,42043 BURGO DE OSMA-CIUDAD DE OSMA,2477,2463,60.0,125.0,37.0,31.0,86.0,100.0,30.0
2019,42044,42044 CABREJAS DEL CAMPO,19,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42045,42045 CABREJAS DEL PINAR,149,198,4.0,6.0,2.0,1.0,6.0,11.0,0.0
2019,42046,42046 CALATAÑAZOR,22,29,1.0,0.0,0.0,0.0,1.0,2.0,0.0
2019,42048,42048 CALTOJAR,16,36,2.0,1.0,0.0,0.0,0.0,1.0,0.0
2019,42049,42049 CANDILICHERA,47,66,7.0,2.0,0.0,0.0,0.0,2.0,0.0
2019,42050,42050 CAÑAMAQUE,11,19,1.0,1.0,0.0,0.0,0.0,4.0,0.0
2019,42051,42051 CARABANTES,7,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42052,42052 CARACENA,6,11,3.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,42053,42053 CARRASCOSA DE ABAJO,7,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42054,42054 CARRASCOSA DE LA SIERRA,5,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,42055,42055 CASAREJOS,81,88,9.0,2.0,0.0,0.0,4.0,4.0,0.0
2019,42056,42056 CASTILFRIO DE LA SIERRA,9,20,0.0,5.0,1.0,0.0,0.0,2.0,0.0
2019,42057,42057 CASTILRUIZ,78,84,1.0,3.0,0.0,0.0,9.0,3.0,0.0
2019,42058,42058 CASTILLEJO DE ROBLEDO,43,60,1.0,2.0,2.0,3.0,4.0,3.0,0.0
2019,42059,42059 CENTENERA DE ANDALUZ,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,42060,42060 CERBON,9,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42061,42061 CIDONES,118,183,9.0,11.0,0.0,0.0,3.0,6.0,2.0
2019,42062,42062 CIGUDOSA,7,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2019,42063,42063 CIHUELA,23,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42064,42064 CIRIA,43,45,4.0,0.0,0.0,0.0,1.0,1.0,1.0
2019,42065,42065 CIRUJALES DEL RIO,6,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42068,42068 COSCURITA,30,49,1.0,1.0,0.0,0.0,2.0,0.0,0.0
2019,42069,42069 COVALEDA,812,868,25.0,10.0,9.0,8.0,20.0,25.0,8.0
2019,42070,42070 CUBILLA,13,20,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42071,42071 CUBO DE LA SOLANA,83,101,4.0,5.0,1.0,0.0,1.0,9.0,2.0
2019,42073,42073 CUEVA DE AGREDA,27,46,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2019,42075,42075 DEVANOS,34,45,0.0,0.0,0.0,0.0,1.0,3.0,0.0
2019,42076,42076 DEZA,102,112,3.0,4.0,0.0,0.0,2.0,5.0,0.0
2019,42078,42078 DURUELO DE LA SIERRA,534,556,8.0,7.0,8.0,13.0,12.0,9.0,2.0
2019,42079,42079 ESCOBOSA DE ALMAZAN,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42080,42080 ESPEJA DE SAN MARCELINO,64,91,3.0,1.0,0.0,1.0,3.0,1.0,0.0
2019,42081,42081 ESPEJON,75,86,6.0,1.0,5.0,0.0,1.0,1.0,0.0
2019,42082,42082 ESTEPA DE SAN JUAN,1,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2019,42083,42083 FRECHILLA DE ALMAZAN,11,13,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2019,42084,42084 FRESNO DE CARACENA,7,14,4.0,2.0,0.0,0.0,0.0,1.0,0.0
2019,42085,42085 FUENTEARMEGIL,76,102,5.0,2.0,0.0,1.0,2.0,0.0,0.0
2019,42086,42086 FUENTECAMBRON,13,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42087,42087 FUENTECANTOS,30,31,0.0,4.0,0.0,0.0,2.0,0.0,0.0
2019,42088,42088 FUENTELMONGE,25,36,2.0,4.0,0.0,1.0,1.0,3.0,0.0
2019,42089,42089 FUENTELSAZ DE SORIA,33,33,2.0,1.0,0.0,0.0,2.0,0.0,0.0
2019,42090,42090 FUENTEPINILLA,31,57,3.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,42092,42092 FUENTES DE MAGAÑA,26,38,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2019,42093,42093 FUENTESTRUN,14,29,4.0,0.0,2.0,0.0,1.0,0.0,1.0
2019,42094,42094 GARRAY,337,395,25.0,15.0,0.0,0.0,9.0,4.0,3.0
2019,42095,42095 GOLMAYO,1257,1369,57.0,165.0,5.0,9.0,33.0,43.0,6.0
2019,42096,42096 GOMARA,141,169,24.0,7.0,1.0,0.0,3.0,2.0,0.0
2019,42097,42097 GORMAZ,4,12,0.0,1.0,0.0,0.0,1.0,4.0,0.0
2019,42098,42098 HERRERA DE SORIA,2,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019,42100,42100 HINOJOSA DEL CAMPO,11,20,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2019,42103,42103 LANGA DE DUERO,317,387,5.0,2.0,15.0,13.0,6.0,5.0,1.0
2019,42105,42105 LICERAS,24,25,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2019,42106,42106 LOSILLA (LA),4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42107,42107 MAGAÑA,30,39,5.0,0.0,0.0,0.0,0.0,5.0,0.0
2019,42108,42108 MAJAN,4,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42110,42110 MATALEBRERAS,26,40,2.0,2.0,0.0,0.0,0.0,4.0,0.0
2019,42111,42111 MATAMALA DE ALMAZAN,136,152,12.0,4.0,0.0,1.0,2.0,7.0,0.0
2019,42113,42113 MEDINACELI,350,363,12.0,2.0,0.0,1.0,18.0,27.0,2.0
2019,42115,42115 MIÑO DE MEDINACELI,37,63,1.0,0.0,0.0,0.0,9.0,0.0,0.0
2019,42116,42116 MIÑO DE SAN ESTEBAN,16,30,5.0,1.0,1.0,0.0,3.0,0.0,0.0
2019,42117,42117 MOLINOS DE DUERO,73,89,9.0,4.0,1.0,3.0,7.0,1.0,0.0
2019,42118,42118 MOMBLONA,7,15,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42119,42119 MONTEAGUDO DE LAS VICARIAS,92,93,14.0,1.0,1.0,1.0,6.0,14.0,0.0
2019,42120,42120 MONTEJO DE TIERMES,55,100,4.0,1.0,0.0,0.0,8.0,6.0,0.0
2019,42121,42121 MONTENEGRO DE CAMEROS,21,36,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2019,42123,42123 MORON DE ALMAZAN,93,100,2.0,4.0,2.0,1.0,3.0,2.0,0.0
2019,42124,42124 MURIEL DE LA FUENTE,26,35,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42125,42125 MURIEL VIEJO,29,56,4.0,1.0,1.0,0.0,1.0,1.0,0.0
2019,42127,42127 NAFRIA DE UCERO,15,21,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2019,42128,42128 NARROS,22,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,42129,42129 NAVALENO,362,407,10.0,9.0,7.0,0.0,7.0,18.0,0.0
2019,42130,42130 NEPAS,15,36,2.0,3.0,0.0,0.0,0.0,0.0,0.0
2019,42131,42131 NOLAY,26,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42132,42132 NOVIERCAS,68,88,3.0,4.0,1.0,0.0,3.0,5.0,0.0
2019,42134,42134 OLVEGA,1754,1902,54.0,30.0,10.0,15.0,118.0,80.0,7.0
2019,42135,42135 ONCALA,32,43,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42139,42139 PINILLA DEL CAMPO,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42140,42140 PORTILLO DE SORIA,5,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019,42141,42141 POVEDA DE SORIA (LA),49,74,10.0,0.0,0.0,0.0,2.0,0.0,1.0
2019,42142,42142 POZALMURO,29,27,2.0,1.0,0.0,0.0,0.0,0.0,4.0
2019,42144,42144 QUINTANA REDONDA,215,274,8.0,11.0,2.0,0.0,17.0,16.0,0.0
2019,42145,42145 QUINTANAS DE GORMAZ,56,90,1.0,3.0,2.0,0.0,4.0,1.0,0.0
2019,42148,42148 QUIÑONERIA,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42149,42149 RABANOS (LOS),196,257,18.0,24.0,0.0,1.0,10.0,2.0,1.0
2019,42151,42151 REBOLLAR,22,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42152,42152 RECUERDA,33,46,3.0,2.0,0.0,0.0,3.0,2.0,0.0
2019,42153,42153 RELLO,5,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019,42154,42154 RENIEBLAS,41,63,10.0,8.0,1.0,0.0,0.0,1.0,0.0
2019,42155,42155 RETORTILLO DE SORIA,62,87,6.0,2.0,0.0,1.0,4.0,15.0,0.0
2019,42156,42156 REZNOS,10,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,42157,42157 RIBA DE ESCALOTE (LA),2,7,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2019,42158,42158 RIOSECO DE SORIA,50,73,1.0,1.0,0.0,1.0,1.0,3.0,0.0
2019,42159,42159 ROLLAMIENTA,13,27,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2019,42160,42160 ROYO (EL),121,144,14.0,10.0,2.0,5.0,4.0,17.0,0.0
2019,42161,42161 SALDUERO,65,78,4.0,8.0,0.0,2.0,2.0,4.0,0.0
2019,42162,42162 SAN ESTEBAN DE GORMAZ,1429,1576,47.0,42.0,22.0,25.0,48.0,38.0,8.0
2019,42163,42163 SAN FELICES,19,32,6.0,5.0,0.0,0.0,5.0,10.0,0.0
2019,42164,42164 SAN LEONARDO DE YAGÜE,1006,1038,28.0,14.0,16.0,11.0,32.0,35.0,4.0
2019,42165,42165 SAN PEDRO MANRIQUE,272,348,5.0,5.0,4.0,2.0,18.0,15.0,5.0
2019,42166,42166 SANTA CRUZ DE YANGUAS,23,38,1.0,0.0,0.0,0.0,1.0,8.0,0.0
2019,42167,42167 SANTA MARIA DE HUERTA,119,147,0.0,1.0,1.0,0.0,10.0,9.0,0.0
2019,42168,42168 SANTA MARIA DE LAS HOYAS,40,57,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42171,42171 SERON DE NAGIMA,51,73,2.0,8.0,0.0,1.0,2.0,3.0,0.0
2019,42172,42172 SOLIEDRA,14,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42173,42173 SORIA,20819,18579,426.0,494.0,122.0,167.0,743.0,747.0,346.0
2019,42174,42174 SOTILLO DEL RINCON,90,100,14.0,4.0,0.0,0.0,6.0,2.0,1.0
2019,42175,42175 SUELLACABRAS,10,15,4.0,2.0,0.0,0.0,0.0,0.0,0.0
2019,42176,42176 TAJAHUERCE,12,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42177,42177 TAJUECO,29,35,4.0,0.0,1.0,0.0,1.0,0.0,0.0
2019,42178,42178 TALVEILA,42,63,2.0,0.0,2.0,0.0,0.0,1.0,0.0
2019,42181,42181 TARDELCUENDE,202,229,8.0,3.0,0.0,1.0,2.0,3.0,1.0
2019,42182,42182 TARODA,22,28,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,42183,42183 TEJADO,46,62,6.0,4.0,2.0,0.0,2.0,0.0,0.0
2019,42184,42184 TORLENGUA,26,33,2.0,1.0,1.0,0.0,1.0,0.0,0.0
2019,42185,42185 TORREBLACOS,12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42187,42187 TORRUBIA DE SORIA,19,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42188,42188 TREVAGO,25,18,2.0,0.0,0.0,0.0,0.0,4.0,0.0
2019,42189,42189 UCERO,24,26,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2019,42190,42190 VADILLO,46,50,4.0,0.0,1.0,0.0,3.0,2.0,1.0
2019,42191,42191 VALDEAVELLANO DE TERA,87,104,8.0,6.0,1.0,2.0,7.0,12.0,0.0
2019,42192,42192 VALDEGEÑA,10,28,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2019,42193,42193 VALDELAGUA DEL CERRO,7,11,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2019,42194,42194 VALDEMALUQUE,83,68,6.0,4.0,0.0,0.0,2.0,0.0,0.0
2019,42195,42195 VALDENEBRO,47,59,10.0,0.0,0.0,0.0,3.0,3.0,0.0
2019,42196,42196 VALDEPRADO,3,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42197,42197 VALDERRODILLA,32,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2019,42198,42198 VALTAJEROS,6,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42200,42200 VELAMAZAN,26,50,3.0,0.0,0.0,0.0,0.0,1.0,2.0
2019,42201,42201 VELILLA DE LA SIERRA,9,15,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019,42202,42202 VELILLA DE LOS AJOS,10,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019,42204,42204 VIANA DE DUERO,15,39,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2019,42205,42205 VILLACIERVOS,34,53,5.0,1.0,0.0,0.0,0.0,0.0,0.0
2019,42206,42206 VILLANUEVA DE GORMAZ,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,42207,42207 VILLAR DEL ALA,24,27,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019,42208,42208 VILLAR DEL CAMPO,8,14,0.0,2.0,0.0,0.0,2.0,1.0,0.0
2019,42209,42209 VILLAR DEL RIO,54,85,2.0,3.0,0.0,0.0,5.0,7.0,0.0
2019,42211,42211 VILLARES DE SORIA (LOS),39,49,2.0,2.0,0.0,0.0,0.0,1.0,0.0
2019,42212,42212 VILLASAYAS,23,44,4.0,0.0,0.0,0.0,0.0,3.0,0.0
2019,42213,42213 VILLASECA DE ARCIEL,12,16,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2019,42215,42215 VINUESA,396,459,15.0,17.0,4.0,4.0,4.0,8.0,0.0
2019,42216,42216 VIZMANOS,8,17,0.0,2.0,0.0,0.0,1.0,2.0,0.0
2019,42217,42217 VOZMEDIANO,14,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019,42218,42218 YANGUAS,38,75,1.0,0.0,0.0,0.0,19.0,9.0,0.0
2019,42219,42219 YELO,16,24,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2020,42001,42001 ABEJAR,135,151,12.0,7.0,4.0,0.0,3.0,3.0,2.0
2020,42003,42003 ADRADAS,27,32,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42004,42004 AGREDA,1473,1553,27.0,25.0,5.0,4.0,47.0,55.0,9.0
2020,42006,42006 ALCONABA,63,116,5.0,21.0,0.0,1.0,0.0,2.0,1.0
2020,42007,42007 ALCUBILLA DE AVELLANEDA,47,58,0.0,2.0,1.0,3.0,4.0,11.0,0.0
2020,42008,42008 ALCUBILLA DE LAS PEÑAS,21,31,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2020,42009,42009 ALDEALAFUENTE,37,51,4.0,2.0,0.0,0.0,1.0,2.0,0.0
2020,42010,42010 ALDEALICES,13,22,4.0,0.0,0.0,0.0,2.0,0.0,0.0
2020,42011,42011 ALDEALPOZO,8,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2020,42012,42012 ALDEALSEÑOR,13,16,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2020,42013,42013 ALDEHUELA DE PERIAÑEZ,13,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020,42014,42014 ALDEHUELAS (LAS),27,33,1.0,0.0,0.0,0.0,2.0,1.0,0.0
2020,42015,42015 ALENTISQUE,11,19,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2020,42016,42016 ALIUD,5,15,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2020,42017,42017 ALMAJANO,92,99,12.0,9.0,0.0,2.0,5.0,3.0,2.0
2020,42018,42018 ALMALUEZ,55,75,2.0,1.0,0.0,0.0,5.0,3.0,0.0
2020,42019,42019 ALMARZA,257,345,15.0,30.0,1.0,5.0,3.0,26.0,3.0
2020,42020,42020 ALMAZAN,2692,2785,72.0,45.0,15.0,8.0,92.0,87.0,25.0
2020,42021,42021 ALMAZUL,22,40,1.0,2.0,1.0,0.0,0.0,2.0,0.0
2020,42022,42022 ALMENAR DE SORIA,96,136,5.0,11.0,0.0,0.0,2.0,4.0,1.0
2020,42023,42023 ALPANSEQUE,22,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020,42024,42024 ARANCON,28,56,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2020,42025,42025 ARCOS DE JALON,704,750,14.0,12.0,8.0,5.0,62.0,121.0,17.0
2020,42026,42026 ARENILLAS,21,26,4.0,5.0,0.0,0.0,3.0,2.0,0.0
2020,42027,42027 AREVALO DE LA SIERRA,28,48,3.0,0.0,0.0,0.0,0.0,1.0,0.0
2020,42028,42028 AUSEJO DE LA SIERRA,39,48,5.0,10.0,0.0,0.0,0.0,0.0,0.0
2020,42029,42029 BARAONA,59,74,0.0,0.0,0.0,0.0,4.0,3.0,0.0
2020,42030,42030 BARCA,38,65,0.0,2.0,0.0,0.0,0.0,2.0,0.0
2020,42031,42031 BARCONES,7,13,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2020,42032,42032 BAYUBAS DE ABAJO,64,77,6.0,8.0,1.0,0.0,1.0,2.0,0.0
2020,42033,42033 BAYUBAS DE ARRIBA,21,32,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2020,42034,42034 BERATON,19,19,1.0,0.0,0.0,0.0,1.0,2.0,0.0
2020,42035,42035 BERLANGA DE DUERO,404,438,14.0,15.0,1.0,5.0,5.0,35.0,1.0
2020,42036,42036 BLACOS,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020,42037,42037 BLIECOS,12,19,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2020,42038,42038 BORJABAD,13,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42039,42039 BOROBIA,110,136,6.0,6.0,1.0,2.0,4.0,3.0,0.0
2020,42041,42041 BUBEROS,15,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42042,42042 BUITRAGO,31,38,0.0,3.0,0.0,0.0,0.0,1.0,0.0
2020,42043,42043 BURGO DE OSMA-CIUDAD DE OSMA,2512,2526,72.0,95.0,40.0,32.0,55.0,110.0,28.0
2020,42044,42044 CABREJAS DEL CAMPO,19,32,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2020,42045,42045 CABREJAS DEL PINAR,150,202,3.0,5.0,0.0,1.0,5.0,14.0,2.0
2020,42046,42046 CALATAÑAZOR,22,29,1.0,0.0,0.0,0.0,2.0,2.0,0.0
2020,42048,42048 CALTOJAR,17,39,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2020,42049,42049 CANDILICHERA,44,64,7.0,3.0,0.0,0.0,3.0,3.0,0.0
2020,42050,42050 CAÑAMAQUE,11,23,1.0,0.0,0.0,0.0,2.0,1.0,0.0
2020,42051,42051 CARABANTES,7,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020,42052,42052 CARACENA,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42053,42053 CARRASCOSA DE ABAJO,7,13,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42054,42054 CARRASCOSA DE LA SIERRA,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42055,42055 CASAREJOS,77,84,5.0,3.0,1.0,0.0,5.0,5.0,0.0
2020,42056,42056 CASTILFRIO DE LA SIERRA,13,24,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2020,42057,42057 CASTILRUIZ,77,84,11.0,10.0,0.0,0.0,4.0,2.0,0.0
2020,42058,42058 CASTILLEJO DE ROBLEDO,42,59,0.0,0.0,4.0,1.0,1.0,8.0,0.0
2020,42059,42059 CENTENERA DE ANDALUZ,9,10,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2020,42060,42060 CERBON,9,18,1.0,1.0,0.0,0.0,0.0,3.0,0.0
2020,42061,42061 CIDONES,118,182,8.0,14.0,0.0,0.0,5.0,2.0,1.0
2020,42062,42062 CIGUDOSA,7,14,1.0,0.0,0.0,0.0,1.0,2.0,0.0
2020,42063,42063 CIHUELA,21,27,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2020,42064,42064 CIRIA,38,41,2.0,0.0,0.0,0.0,2.0,2.0,0.0
2020,42065,42065 CIRUJALES DEL RIO,6,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42068,42068 COSCURITA,28,49,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42069,42069 COVALEDA,796,848,11.0,16.0,1.0,5.0,22.0,15.0,1.0
2020,42070,42070 CUBILLA,13,18,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42071,42071 CUBO DE LA SOLANA,77,104,3.0,2.0,0.0,0.0,3.0,4.0,0.0
2020,42073,42073 CUEVA DE AGREDA,27,44,3.0,2.0,0.0,0.0,1.0,0.0,0.0
2020,42075,42075 DEVANOS,36,42,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2020,42076,42076 DEZA,104,113,3.0,1.0,0.0,0.0,4.0,5.0,0.0
2020,42078,42078 DURUELO DE LA SIERRA,528,560,15.0,5.0,2.0,5.0,3.0,4.0,0.0
2020,42079,42079 ESCOBOSA DE ALMAZAN,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42080,42080 ESPEJA DE SAN MARCELINO,61,89,0.0,0.0,1.0,1.0,2.0,13.0,0.0
2020,42081,42081 ESPEJON,69,78,1.0,1.0,2.0,1.0,0.0,6.0,0.0
2020,42082,42082 ESTEPA DE SAN JUAN,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42083,42083 FRECHILLA DE ALMAZAN,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42084,42084 FRESNO DE CARACENA,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42085,42085 FUENTEARMEGIL,73,98,5.0,1.0,0.0,1.0,0.0,0.0,1.0
2020,42086,42086 FUENTECAMBRON,13,19,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2020,42087,42087 FUENTECANTOS,31,32,3.0,7.0,0.0,0.0,0.0,0.0,0.0
2020,42088,42088 FUENTELMONGE,29,37,4.0,3.0,0.0,0.0,1.0,2.0,1.0
2020,42089,42089 FUENTELSAZ DE SORIA,29,32,4.0,6.0,0.0,0.0,0.0,0.0,0.0
2020,42090,42090 FUENTEPINILLA,30,52,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2020,42092,42092 FUENTES DE MAGAÑA,23,36,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2020,42093,42093 FUENTESTRUN,14,30,8.0,6.0,0.0,0.0,0.0,1.0,1.0
2020,42094,42094 GARRAY,336,385,16.0,38.0,0.0,0.0,17.0,12.0,0.0
2020,42095,42095 GOLMAYO,1340,1438,84.0,125.0,14.0,4.0,50.0,49.0,9.0
2020,42096,42096 GOMARA,135,159,6.0,6.0,1.0,1.0,7.0,12.0,0.0
2020,42097,42097 GORMAZ,5,15,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2020,42098,42098 HERRERA DE SORIA,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,42100,42100 HINOJOSA DEL CAMPO,9,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020,42103,42103 LANGA DE DUERO,318,365,12.0,6.0,4.0,13.0,3.0,21.0,18.0
2020,42105,42105 LICERAS,24,23,1.0,2.0,0.0,0.0,0.0,0.0,0.0
